original_uri,author,text,uri
at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5bmo4j2f22q,judesherry.bsky.social,"These are owned by UCC & featured in our 'This is Derelict Ireland' report
Intially bought by DairyGold who got a 13.3% return on their investment (aka speculation) 
UCC bought this site in 2019 for €17.25m & now don't have money to do anything but won't sell them either
#DerelictIreland #Speirgorm",at://did:plc:tjj7toux5q6m2v7x2unyhznh/app.bsky.feed.post/3m5bmo4j2f22q
at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5blvz4oxs2f,shazbear.bsky.social,😂😂 #SpeirGorm #Yates,at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5blvz4oxs2f
at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5blm4tf522f,shazbear.bsky.social,#SpeirGorm,at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m5blm4tf522f
at://did:plc:hhfwpteeefymb5m324x3rsui/app.bsky.feed.post/3m5bldjzzgs2y,irishplacenames.bsky.social,"The Metals, Dalkey, Co. Dublin.

Laid out in 1817 and originally a truck railroad upon which horse-drawn trucks brought granite from Dalkey quarry down to Dun Laoghaire for the construction of the piers., it is now used as a walking and cycling path.

#speirgorm",at://did:plc:hhfwpteeefymb5m324x3rsui/app.bsky.feed.post/3m5bldjzzgs2y
at://did:plc:stnvk37xl6qf52drqeqieejf/app.bsky.feed.post/3m5bhxutftk2v,lukedaly.bsky.social,"Hiya #SpeirGorm, I forgot I had this! 

🚨 Important #DubW Update: 
Paid parking planning permission sought in Blanchardstown Shopping Centre. 

This “Mobility Enhancement Project” means environmental impacts & restriction to basic civic services will come with a price tag now.  

#NoBarriersToBlanch",at://did:plc:stnvk37xl6qf52drqeqieejf/app.bsky.feed.post/3m5bhxutftk2v
at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m5bhiauhzc2z,squeefulraven.bsky.social,"I have had my #Wheelchair moved and used as a coat hanger by strangers on different occasions (Both while I was sitting in it!!)

#Disabled #DifferentlyAbled #Ireland #SpeirGorm #Awareness #DoNotTouch #AlwaysAsk #EDS #EhlersDanlosSyndrome #Pots #Dysautonomia #ChronicIllness",at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m5bhiauhzc2z
at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5beqtuzo22x,rogerokeeffe.bsky.social,"Ugh. Not impressed with the new RTE Radio One schedule so far.

Instead of Oliver Callan's programme providing an oasis after the news, it's now a seamless continuation of RTE heavy hitter trying to get yet another politics-media-bubble person to say something they're not going to say.

#speirgorm",at://did:plc:56aoxjem4pjvtqsscuhq223t/app.bsky.feed.post/3m5beqtuzo22x
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5bbk6pstc2r,drmarymcauliffe.bsky.social,"Ah FFS, in the ultimate of who cares anymore the very first guest on David McCullagh’s is Ivan Yates. Yates just needs to be ignored, he is an ignoramus and a buffoon. He’s already used that most idiotic of phrases ‘anti-woke’! #speirgorm",at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m5bbk6pstc2r
at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5azv4ds2k2a,orlanimh.bsky.social,Happy Monday! #SpeirGorm,at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5azv4ds2k2a
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5aqvibwy22r,ainekeenan.bsky.social,"To die, to sleep;
To sleep: perchance to dream:
ay, there's the rub;
For in that sleep of death
what dreams may come
when we have shuffled
off this mortal coil,
must give us pause.

Shakespeare, 16th century

#Photography #Poetry #SpeirGorm #ImageAndVerse  #PhotographersOfBlueSky #EastCoastKin",at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5aqvibwy22r
at://did:plc:gjsoejzm7at4syhrvzgizrev/app.bsky.feed.post/3m5aqvibwy22r,NA,NA,NA
at://did:plc:wm5b3q2znvnatujmm46yucon/app.bsky.feed.post/3m5aaell6ok2n,aldunne.bsky.social,"New EV registrations in Ireland, January to October 2025. Tesla models are number 2 and 4 in the top 20 best-selling EVs. What is it that people here love about those awful cars?

#spéirgorm",at://did:plc:wm5b3q2znvnatujmm46yucon/app.bsky.feed.post/3m5aaell6ok2n
at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m5a6umajzc25,lisagrimm.com,"In at Underdog for last orders…we shall not look upon its like again.

#SpeirGorm",at://did:plc:bjovrbtmnlckoh6vaalnqjzi/app.bsky.feed.post/3m5a6umajzc25
at://did:plc:ofmkl4k2ybutv5b3xpmuq36h/app.bsky.feed.post/3m5a6nebgxc2x,limerick4inarow.bsky.social,"Proper Porter.

#Speirgorm
#Speirghorm",at://did:plc:ofmkl4k2ybutv5b3xpmuq36h/app.bsky.feed.post/3m5a6nebgxc2x
at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5a4hdvje22a,orlanimh.bsky.social,About 3pm I got my laptop out. Adam started laughing... have you reached peak boredom... eh yes... I can't cope with another nap 👀 #SpeirGorm,at://did:plc:b7xzcpmgtzognluekh27dffl/app.bsky.feed.post/3m5a4hdvje22a
at://did:plc:hwmq6mpg7enk436vw6rg4o5g/app.bsky.feed.post/3m57zmefifk2n,marcocathasaigh.bsky.social,Hey #spéirgorm - anyone know the difference between ré and gealach as words for the Moon?,at://did:plc:hwmq6mpg7enk436vw6rg4o5g/app.bsky.feed.post/3m57zmefifk2n
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m57vwottls25,321kieran.bsky.social,"🚨On the #NovaGuestlist ALL-IRISH HOUR:
💽Classics by #TheThrills #Horslips @thecorpo.bsky.social & #Microdisney;
📞Oisin #AnamoeDrive chats!
🔥NEW #TheScratch & @affectiontorent.bsky.social;
☘️+ @murdercapital.bsky.social @sorcharichardson.bsky.social;
📻LIVE on @radionova100.bsky.social now! #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m57vwottls25
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m57tw5ki7s2o,rdisc0mb0bulate.bsky.social,"I caught sight of myself in a mirror during the week and my attention was drawn to my hairline. With the weight loss from #OzempicTales also came hair loss. Now my hairline looks like I’ve been to Turkey as the signs of regrowth appear 
#SpeirGorm
#ChronicIllness",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m57tw5ki7s2o
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m57ssvdgek25,321kieran.bsky.social,"🚨On the #NovaGuestlist this hour:
💽Our Albums with Anniversaries this week are by #Sinead & #MBV
⁉️Are you a FAN of either?
📻LIVE on @radionova100.bsky.social NOW! #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m57ssvdgek25
at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m57sj7kqcs25,321kieran.bsky.social,"🎪Our Special #NovaGuestlist gig of the week is from #Cliffords in #TheAcademy this weds 12th November!
🎟️Check out the rising Irish band playing top of a great lineup in Dublin this week! #Speirgorm",at://did:plc:r4hqvnfuc2flfguavyrhcjgg/app.bsky.feed.post/3m57sj7kqcs25
at://did:plc:zcrtaixkbhz4seddpkf4bzv3/app.bsky.feed.post/3m57rj5fs3k2u,cairdiul.bsky.social,An Irish-language majority-female crime thriller set in Antrim??? I am EXCITED #speirgorm iftuk.com/titles/aontas,at://did:plc:zcrtaixkbhz4seddpkf4bzv3/app.bsky.feed.post/3m57rj5fs3k2u
at://did:plc:vjfdasv4ih34nmfxkit4obeo/app.bsky.feed.post/3m57pujest22o,jhshelley.bsky.social,"#Speirgorm
So, learning Irish. Haven't started, this is not a show-off.

But, I pulled down a list of 41 (regular) verbs. Of which, 20, I would say confidently I know from school days, 10, kind of remember, the rest new to me

Surely, without getting bogged down, 20 (+10) is reasonable to start

??",at://did:plc:vjfdasv4ih34nmfxkit4obeo/app.bsky.feed.post/3m57pujest22o
at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l,acidrains.bsky.social,"#speirgorm might be interested to see this, as we await President Connolly’s inauguration this week. A vision of what might have been 😬",at://did:plc:626ghelomh2kzuwv6x3prmba/app.bsky.feed.post/3m57oftge6k2l
at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m57oe44w4c2j,stivvers.bsky.social,"#seafóid1042 9 Samhain
🟩🟩🟩🟩🟩
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩
🟩⬛🟩⬛🟩
🟩🟩🟩🟩🟩
Réalta ar bith inniu 😅

#Gaeilge #Cluichí #Seafóid #speirgorm 

seafóid.com - seafoid.com",at://did:plc:cfoygrx4clhglmhy6ted7su2/app.bsky.feed.post/3m57oe44w4c2j
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m57mpu2xok2g,rdisc0mb0bulate.bsky.social,"I picked a fine time to have a break from the alcohol! 

It’ll be a long road to Christmas! 🤣
#SpeirGorm
MCILIV",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m57mpu2xok2g
at://did:plc:o3ni265odbspxhafcmtkp6gm/app.bsky.feed.post/3m57ilxxmxk2k,kieranclarke.bsky.social,Another almost empty US flight last night coming home from Chicago. It was the same going out. Average of 1 person every 4 rows.  #speirgorm,at://did:plc:o3ni265odbspxhafcmtkp6gm/app.bsky.feed.post/3m57ilxxmxk2k
at://did:plc:rd67s5mrnrwg5bqhvzft2kgv/app.bsky.feed.post/3m57enkfsl22g,sellybeth.bsky.social,"This sounds like Terry Pratchett writing a villain.

#SpéirGhorm #SpéirGorm",at://did:plc:rd67s5mrnrwg5bqhvzft2kgv/app.bsky.feed.post/3m57enkfsl22g
at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m57cmbapqk2y,squeefulraven.bsky.social,"This is true, I’m the type of gal that gets my hair done once every year or two! The rest of the time is ponytail season!! 

#Hair #HairStyle #SpeirGorm #SpéirGorm #Caterpillars #Silly #Funny #FunnyButTrue #Ponytail",at://did:plc:lcczgcqfsgyocligu3ukzexx/app.bsky.feed.post/3m57cmbapqk2y
at://did:plc:vo3c5x2szy6wq4xc3dlemv7f/app.bsky.feed.post/3m577asnvic2p,cathyby.bsky.social,"Steven Spielberg, Tom Hanks and Matt Damon to be invited to Wexford for 30th anniversary of ‘Saving Private Ryan’  share.google/WfHp9HND7XUz...

#SpeirGorm",at://did:plc:vo3c5x2szy6wq4xc3dlemv7f/app.bsky.feed.post/3m577asnvic2p
at://did:plc:zq2rgiqukr2xw75c5agplcbo/app.bsky.feed.post/3m574nlgf5c2q,scopedesigner.bsky.social,"I still can’t believe our beloved Dave left us on Wednesday 💔 Almost a decade of pure joy gone in a matter of hours. What should have been a straightforward knee operation, unleashed a tsunami of underlying health issues, leaving Dave in severe pain and weeks to live #speirgorm #fuckcancer",at://did:plc:zq2rgiqukr2xw75c5agplcbo/app.bsky.feed.post/3m574nlgf5c2q
at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m572weeld22a,debhruin.bsky.social,"#Speirgorm can Irish slagging Irish banter Irish nuances and experiences be easily encapsulated and explained 
I'm trying to get a grasp on how to explain to my relatives who have grown up abroad who feel Irish and are entitled to feel whatever they want that growing up in Ireland is different",at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m572weeld22a
at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m572wee3p22a,debhruin.bsky.social,"#Speirgorm if you were to explain what it means to be Irish to our diaspora how would you explain it.
I feel growing up in Ireland is different to just having Irish parents.",at://did:plc:yvaazb6s3r2qje2i4cvoj7ur/app.bsky.feed.post/3m572wee3p22a
at://did:plc:6ofsjvfrnsdfvq2bwhdpydbw/app.bsky.feed.post/3m572tydsos2l,cephilis.bsky.social,"When even the gardai are saying the shite our government is saying about immigration is leading to arson attacks and assaults, its disgraceful that we still have politicians trying to have an ""open and honest""  discussion. And worse again is @news.rte.ie are publishing it
#speirgorm",at://did:plc:6ofsjvfrnsdfvq2bwhdpydbw/app.bsky.feed.post/3m572tydsos2l
at://did:plc:6ofsjvfrnsdfvq2bwhdpydbw/app.bsky.feed.post/3m572tydsos2l,NA,NA,NA
at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m56x4otayk22,fhayesmccoy.bsky.social,"Q. Where would you get two bestselling Irish authors in one utterly charming bookshop on Tuesday? 

A. Ennistymon, Co Clare

Q: For?

A: A FREE event! Conversation, book signing, readings refreshments and Q&A

Join @roisinm.bsky.social and me in Banner Books on Tuesday at 7pm ...

#spéirgorm 📚 💙",at://did:plc:wpvwcjuhrpr5tjnhy3vp24ly/app.bsky.feed.post/3m56x4otayk22
at://did:plc:b25fw5q6tr2faqdy52du276g/app.bsky.feed.post/3m56uuli3fs2v,gildedalm.com,"🔹
𝗧𝗛𝗘 𝗗𝗜𝗩𝗜𝗡𝗘 𝗖𝗢𝗠𝗘𝗗𝗬

on your 𝐓𝐕 
TONIGHT!

📺
𝙇𝙖𝙩𝙚𝙧…
𝙬𝙞𝙩𝙝 𝙅𝙤𝙤𝙡𝙨 𝙃𝙤𝙡𝙡𝙖𝙣𝙙
this Sunday 
9 November
BBC Two 
@ 10.45pm

🔹
new album
~ 𝙍𝙖𝙞𝙣𝙮 𝙎𝙪𝙣𝙙𝙖𝙮 𝘼𝙛𝙩𝙚𝙧𝙣𝙤𝙤𝙣 ~
out now
lnk.to/rainysunday

🔹
@divinecomedyhq.bsky.social #music
#IrishBluesky #speirgorm #musicsky",at://did:plc:b25fw5q6tr2faqdy52du276g/app.bsky.feed.post/3m56uuli3fs2v
at://did:plc:jxo3eqeeh3kxphirpaqlbnaq/app.bsky.feed.post/3m56rumkz2k2w,hazelklarkin.bsky.social,"I'm claiming this girl as Irish! 
www.independent.co.uk/news/world/a...
#SpéirGorm",at://did:plc:jxo3eqeeh3kxphirpaqlbnaq/app.bsky.feed.post/3m56rumkz2k2w
at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m56oksug622g,robosullivan.bsky.social,"Trying to enjoy our holiday in a clean, affordable, walkable city with 3rd spaces everywhere but instead we're just wandering from cool thing to cool thing asking ""Why can't we do this in Ireland?"" #spéirgorm",at://did:plc:siclj5jstt2xodsn7epgnqld/app.bsky.feed.post/3m56oksug622g
at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m55yn3wsg22j,dailigh.bsky.social,"This guy is a twit, but he’s a powerful twit.

I love how people like him (and we see same in some British politicians) are scared of a little anglophone Island on the north west of Europe.

We scare them, we show them how life can be better while also suggesting we can be better.
#speirgorm",at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m55yn3wsg22j
at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m55klmu7ys2f,lokideburca.bsky.social,"Heor lads, what was this lads name and is he still for the unification of Ireland or his off painting Georges crosses on roundabouts?
#speirgorm #ireland",at://did:plc:ro76qxmd6nel5b5p4262x5eq/app.bsky.feed.post/3m55klmu7ys2f
at://did:plc:kvx5mxavth6uck4sqhb6vpcg/app.bsky.feed.post/3m55kggja2s2b,abhoysvoice.bsky.social,"I see the doc/dramatisation of Ann Lovett is on RTÉ 1 tonight at 9.55pm.

I honestly...

Every time I pass one of the many, many grottos across Ireland, I think of her. 😢

Yet just one of 1000s...10s of 1000s of experiences of Ireland's shameful past.

A shame that continues today.

#SpeirGorm",at://did:plc:kvx5mxavth6uck4sqhb6vpcg/app.bsky.feed.post/3m55kggja2s2b
at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m55jihqexc25,grainneblair.bsky.social,#Speirgorm #RTEOne 21.30 tonight watch it with some young wans and talk about it. Never Forget,at://did:plc:htzrfp3q6p3ht3x7knog6mdd/app.bsky.feed.post/3m55jihqexc25
at://did:plc:yq6twtxsyczk7wtcptg76za2/app.bsky.feed.post/3m55hyrfhd22j,roc83.bsky.social,"Dublin people sharing posts about non-Dubs liking coddle as if it’s something to be celebrated and not a cry for help.

#Speirgorm",at://did:plc:yq6twtxsyczk7wtcptg76za2/app.bsky.feed.post/3m55hyrfhd22j
at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m55fhxvdns2m,shazbear.bsky.social,#SpeirGorm 😆,at://did:plc:jl6cn5yuzpi4tj5vfl7ysfrm/app.bsky.feed.post/3m55fhxvdns2m
at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m55d4n5oy22d,rdisc0mb0bulate.bsky.social,"There was a vinyl market taking place in Gorey this afternoon. So myself and Eldest went for a look. 

I decided to treat myself! 
#SpeirGorm
#DepecheMode",at://did:plc:v6y63c54iecyzlxp3vrxvwv2/app.bsky.feed.post/3m55d4n5oy22d
at://did:plc:xwjlw3ygmqlbr5igkokbkzfn/app.bsky.feed.post/3m55coalb3s2a,oisinmcgann.bsky.social,"This was either: 
1) Written by an LLM.
2) Written by someone who hates the English language.
3) The scream of a banshee heralding the death of Irish newspaper journalism.

#SpeirGorm",at://did:plc:xwjlw3ygmqlbr5igkokbkzfn/app.bsky.feed.post/3m55coalb3s2a
at://did:plc:ofmkl4k2ybutv5b3xpmuq36h/app.bsky.feed.post/3m55bhjxiek2t,limerick4inarow.bsky.social,"The absolute cut of him. He looks like an Irish showband singer from the 1970’s. 

#speirgorm",at://did:plc:ofmkl4k2ybutv5b3xpmuq36h/app.bsky.feed.post/3m55bhjxiek2t
at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m55ao6gubk2d,dailigh.bsky.social,Ah was wondering if we’d have some Bluesky fun today & not let Treyvaud roasting on Twitter have all the craic. #speirgorm,at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3m55ao6gubk2d
at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m554ig6kwc2u,pnamblath.bsky.social,"So sad that Jo Jo family still waiting for closure after 30 years
#speirgorm #IrishNews",at://did:plc:rj54e4tn2c5l6kmuqotuahuv/app.bsky.feed.post/3m554ig6kwc2u
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m552kpejws2h,jenniferomeara5.bsky.social,"The Effing & Blinding feed. Someone please start it! 
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m552kpejws2h
at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m552ekeock2h,jenniferomeara5.bsky.social,"The Effing & Blinding feed. Someone please start it! 
#SpeirGorm",at://did:plc:wse2xzmb4etf7dpmdodw75lt/app.bsky.feed.post/3m552ekeock2h
at://did:plc:zhnxit2ol47yfkmdl6eicbbm/app.bsky.feed.post/3m54z6mw55s2f,hyperbolicdub.bsky.social,This shit has become normalised in Ireland. These thugs don't even feel a need to hide their faces. What does it say about how social media has denigrated people's compassion towards others? #speirgorm,at://did:plc:zhnxit2ol47yfkmdl6eicbbm/app.bsky.feed.post/3m54z6mw55s2f
at://did:plc:trjaqvpxbhcheqnr5fv6tkpm/app.bsky.feed.post/3m54wyl6ws22e,johnbarrington.bsky.social,"Son and granddaughter attended rugby friendly between Ireland and Japan at Lansdowne today, and this was their view #speirgorm #rugby #Ireland",at://did:plc:trjaqvpxbhcheqnr5fv6tkpm/app.bsky.feed.post/3m54wyl6ws22e
at://did:plc:gtj55dznp4vuvx4qc2lhlrd3/app.bsky.feed.post/3m54u2ubk7k2w,shaneconneely.bsky.social,"Resetting all the filters to ""I'm an adult who has no fear of cursing"", has resurrected many of the Irish #Speirgorm  that'd vanished from my feed",at://did:plc:gtj55dznp4vuvx4qc2lhlrd3/app.bsky.feed.post/3m54u2ubk7k2w
at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m54oll77rs2m,drmarymcauliffe.bsky.social,"Melting in a very warm O’Reilly hall meeting lots of interested, engaged potential students - doing the needful for our undergraduate degree in Social Justice at the UCD open day. Thousands on campus which is looking really lovely in the autumnal sunshine #ucd #speirgorm",at://did:plc:wzelpzmv2b3oudwhkcpr2s6n/app.bsky.feed.post/3m54oll77rs2m
at://did:plc:zhnxit2ol47yfkmdl6eicbbm/app.bsky.feed.post/3m54jmfpncs25,hyperbolicdub.bsky.social,"Why does a man emigrate to Ireland from Lithuania only to attempt to cause violence on peaceful law-abiding members of society because he thinks they are ""invaders""? The mind boggles #speirgorm",at://did:plc:zhnxit2ol47yfkmdl6eicbbm/app.bsky.feed.post/3m54jmfpncs25
at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m54ihypkgc2s,sharrow.bsky.social,"Thank you @carlkinsella.bsky.social

Unfortunately Carl is right, until FF & FG actually consider thousands of homeless kids a crisis which effects them & thier voter base, they won't act.

 jrnl.ie/6866350 #supergluedpockets
#speirgorm",at://did:plc:uwji4l3wzsygaxduowluqmgr/app.bsky.feed.post/3m54ihypkgc2s
at://did:plc:rd67s5mrnrwg5bqhvzft2kgv/app.bsky.feed.post/3m54gesaalc2o,sellybeth.bsky.social,"Oh no wait I've just remembered the existence of Maria Steen and have never changed my mind so quickly in my life. Back to the usual democratic process until I come up with something better I guess

#SpéirGhorm #SpéirGorm",at://did:plc:rd67s5mrnrwg5bqhvzft2kgv/app.bsky.feed.post/3m54gesaalc2o
